Offset,K1,K2,K3,K4,K5,K6,K7
243054,0,0,1,0,0,0,1
243056,0,0,1,0,0,1,1
243117,0,0,1,0,0,0,1
243135,1,0,1,0,0,0,0
243136,1,0,0,0,0,0,0
243147,1,0,0,1,0,0,0
243215,1,0,0,1,0,1,1
243223,1,0,0,1,1,1,1
243232,1,1,1,1,1,1,1
243236,1,1,1,0,1,1,1
243249,0,1,1,0,1,1,1
243282,0,1,1,0,1,0,1
243291,0,1,1,0,1,0,0
243295,0,0,0,0,1,0,0
243309,0,0,0,0,0,0,0
243320,0,0,0,1,0,0,0
243382,1,0,0,1,0,0,1
243386,1,0,0,1,0,1,1
243389,1,1,0,1,0,1,1
243409,1,1,0,0,0,1,1
243455,0,1,0,0,0,0,1
243460,0,1,0,0,0,0,0
243471,0,0,1,0,0,0,0
243549,0,0,0,0,0,0,0
243563,0,0,0,0,0,0,1
243567,1,0,0,0,1,1,1
243570,1,0,0,1,1,1,1
243609,1,0,0,1,1,0,1
243619,1,0,0,1,1,0,0
243631,1,0,0,1,0,0,0
243639,0,0,0,1,0,0,0
243646,0,0,0,0,0,0,0
243740,0,0,0,0,0,1,0
243751,0,1,1,0,0,1,0
243801,0,0,1,0,0,1,0
243815,0,0,0,0,1,0,0
243879,0,0,0,1,1,0,0
243890,0,0,0,1,1,1,1
243896,0,1,0,1,1,1,1
243899,1,1,0,1,0,1,1
243906,1,1,1,1,0,1,1
243950,1,0,1,1,0,1,1
243952,0,0,1,1,0,1,1
243960,0,0,0,1,0,1,1
243962,0,0,0,1,0,0,0
243972,0,0,0,0,0,0,0
243984,0,0,0,0,1,0,0
244011,1,0,0,0,1,0,0
244063,1,0,0,0,0,0,0
244111,1,1,0,0,0,0,0
244116,1,1,0,1,0,0,0
244119,1,1,0,1,0,0,1
244131,0,1,0,1,0,0,1
244193,0,1,0,0,0,0,1
244206,0,1,0,0,1,0,1
244213,0,1,0,0,1,0,0
244215,0,1,1,0,1,0,0
244234,0,0,1,0,1,0,0
244282,0,0,1,0,0,0,0
244288,0,0,0,0,0,0,0
244395,0,0,0,1,1,0,0
244406,0,1,0,1,1,0,0
244461,0,0,0,1,1,0,0
244468,0,0,0,1,0,0,0
244474,0,0,0,0,0,0,0
244548,0,0,0,0,0,0,1
244561,0,0,1,0,0,0,1
244565,1,0,1,0,0,0,1
244609,0,0,1,0,0,0,1
244617,0,0,0,0,0,0,1
244621,0,0,0,0,0,0,0
244666,0,0,0,1,0,0,0
244685,1,0,0,1,0,0,0
244725,1,0,0,1,1,1,0
244742,1,0,0,0,1,1,0
244747,1,1,0,0,1,1,0
244769,0,1,0,0,1,1,0
244774,0,1,0,0,0,0,0
244813,0,1,1,0,0,0,0
244841,0,0,1,0,0,0,0
244876,0,0,1,0,0,0,1
244883,1,0,1,0,0,0,1
244885,1,0,1,0,0,1,1
244891,1,0,0,0,0,1,1
244893,1,0,0,1,0,1,1
244927,1,0,0,1,0,0,1
244932,1,0,0,1,0,0,0
244969,0,0,0,1,0,0,0
244979,0,0,0,0,0,0,0
244989,0,0,1,0,0,0,0
244993,0,0,1,0,1,0,0
245074,1,0,1,0,1,0,0
245076,1,1,1,0,1,1,0
245089,1,1,0,0,1,1,0
245096,1,1,0,0,0,1,0
245141,1,0,0,0,0,1,0
245144,0,0,0,1,0,1,0
245155,0,0,0,1,0,1,1
245167,0,0,0,1,0,0,1
245219,0,0,1,1,0,0,1
245241,0,0,1,1,1,1,1
245244,0,0,1,0,1,1,1
245264,0,0,1,0,1,1,0
245301,0,0,0,0,1,1,0
245307,0,0,0,0,0,0,0
245369,0,1,0,0,0,0,0
245373,1,1,0,0,0,0,0
245391,1,1,0,1,0,0,0
245393,1,1,0,1,1,0,0
245452,0,1,0,1,1,0,0
245455,0,1,1,1,1,0,0
245465,0,0,1,0,1,0,0
245474,0,0,1,0,1,0,1
245481,0,0,1,0,0,1,1
245539,0,0,0,0,0,1,1
245549,1,0,0,0,0,1,1
245560,1,0,0,0,1,1,1
245569,1,0,0,1,1,1,1
245576,1,0,0,1,1,1,0
245579,1,0,0,1,1,0,0
245623,1,0,0,1,0,0,0
245635,1,0,0,0,0,0,0
245654,1,1,1,0,0,0,0
245677,0,1,1,0,0,0,0
245714,0,0,1,0,0,0,0
245723,0,0,0,0,0,0,0
245731,0,0,0,0,1,1,0
245737,0,0,0,1,1,1,0
245786,0,0,0,1,0,0,0
245802,0,0,0,0,0,0,0
245881,0,1,1,0,0,0,0
245884,1,1,1,0,0,0,0
245889,1,1,1,0,0,0,1
245931,1,0,0,0,0,0,1
245936,0,0,0,0,0,0,1
245965,0,0,0,0,0,0,0
246049,1,0,0,0,0,0,0
246066,1,0,0,1,0,0,0
246135,1,1,0,1,0,0,0
246143,0,1,0,0,0,0,0
246159,0,1,0,0,1,0,0
246205,0,0,0,0,1,0,0
246222,0,0,1,0,1,0,0
246231,0,0,1,0,0,0,0
246242,0,0,1,0,0,0,1
246295,0,1,1,0,0,0,1
246303,0,1,0,0,0,0,1
246329,0,1,0,0,0,1,1
246356,0,1,0,0,0,1,0
246389,0,1,1,0,0,1,0
246392,0,1,1,0,1,1,0
246406,0,0,1,0,1,0,0
246456,0,0,0,0,1,0,0
246491,0,0,0,1,1,0,0
246493,0,0,0,1,0,1,0
246550,0,1,0,1,0,0,0
246553,1,1,0,1,0,0,0
246562,1,1,0,1,0,0,1
246576,1,1,0,0,0,0,1
246609,1,0,0,0,0,0,1
246618,0,0,0,0,0,0,1
246651,0,0,0,0,0,1,1
246669,0,0,0,1,0,1,1
246692,0,0,0,1,0,1,0
246722,0,0,1,1,0,1,0
246733,0,0,1,1,1,1,0
246750,0,0,1,0,1,1,0
246752,0,0,1,0,1,0,0
246806,0,1,1,0,1,0,0
246820,0,1,1,0,0,0,0
246831,0,1,1,1,0,0,0
246833,0,1,0,1,0,0,0
246894,1,1,0,1,0,0,0
246905,1,1,0,0,0,0,1
246910,1,1,0,0,0,1,1
246924,1,0,0,0,0,1,1
246974,1,0,1,0,0,1,1
246989,0,0,1,0,1,1,1
247002,0,0,1,0,1,0,1
247004,0,0,1,0,1,0,0
247059,0,0,1,1,1,0,0
247062,0,1,1,1,1,0,0
247072,0,1,1,1,0,0,0
247095,0,1,0,1,0,0,0
247129,0,1,0,1,0,0,1
247133,1,1,0,1,0,0,1
247135,1,1,0,1,0,1,1
247156,1,1,0,0,0,1,1
247175,1,0,0,0,0,1,1
247223,1,0,0,0,0,1,0
247225,1,0,0,0,1,1,0
247228,1,0,1,0,1,1,0
247236,1,0,1,0,1,0,0
247252,0,0,1,0,1,0,0
247300,0,0,1,1,1,0,0
247304,0,1,1,1,1,0,0
247312,0,1,1,1,0,0,0
247332,0,1,0,1,0,0,0
247369,0,0,0,1,0,0,0
247375,0,0,0,1,0,0,1
247385,0,0,0,1,1,1,1
247396,0,0,0,0,1,1,1
247448,0,0,0,0,0,0,0
247471,0,1,1,0,0,0,0
247535,0,0,0,0,0,0,0
247551,0,0,0,0,0,0,1
247555,0,0,0,1,0,0,1
247558,0,0,0,1,0,1,1
247606,0,0,0,1,0,0,1
247615,0,0,0,1,0,0,0
247632,0,0,0,0,0,0,0
247636,0,1,0,0,0,0,0
247639,0,1,0,0,1,0,0
247711,0,0,1,0,1,0,0
247726,0,0,1,0,0,1,0
247779,0,0,0,0,0,1,0
247784,1,0,0,0,0,1,0
247794,1,0,0,0,0,0,0
247801,1,0,0,1,0,0,0
247871,1,0,0,1,1,1,0
247873,1,0,0,1,1,1,1
247876,1,1,1,0,1,1,1
247887,0,1,1,0,1,1,1
247908,0,1,1,0,1,0,1
247911,0,1,1,0,1,0,0
247919,0,0,0,0,1,0,0
247922,0,0,0,0,0,0,0
247971,0,0,0,0,0,0,1
247974,0,1,1,0,0,1,1
248035,0,1,1,0,0,0,1
248038,0,0,0,0,0,0,1
248041,0,0,0,0,0,0,0
248141,0,0,0,0,0,0,1
248143,0,0,0,0,0,1,1
248148,0,1,1,0,0,1,1
248195,0,0,0,0,0,0,1
248202,0,0,0,0,0,0,0
248301,0,1,1,0,0,0,0
248303,0,1,1,0,0,1,1
248344,0,1,1,0,0,0,1
248349,0,0,0,0,0,0,1
248358,0,0,0,0,0,0,0
248452,0,0,0,0,0,1,0
248455,0,0,0,0,0,1,1
248461,0,1,1,0,0,1,1
248494,0,1,1,0,0,0,1
248496,0,1,1,0,0,0,0
248502,0,0,0,0,0,0,0
248552,0,0,0,0,0,1,1
248563,0,1,1,0,0,1,1
248614,0,1,1,0,0,0,1
248620,0,0,0,0,0,0,1
248627,0,0,0,0,0,0,0
248715,0,1,1,0,0,0,0
248722,0,1,1,0,0,1,0
248724,0,1,1,0,0,1,1
248771,0,0,0,0,0,1,1
248783,0,0,0,0,0,0,1
248789,0,0,0,0,0,0,0
248888,0,0,0,0,0,0,1
248891,0,1,1,0,0,0,1
248895,1,1,1,0,0,1,1
248931,1,0,0,0,0,1,1
248935,1,0,0,0,0,0,1
248941,1,0,0,0,0,0,0
248945,0,0,0,0,0,0,0
248995,0,0,0,0,0,0,1
248997,0,0,0,0,0,1,1
249002,0,1,1,0,0,1,1
249004,1,1,1,0,0,1,1
249057,1,1,1,0,0,0,0
249060,1,0,0,0,0,0,0
249063,0,0,0,0,0,0,0
249164,0,0,0,0,0,1,0
249166,0,0,0,0,0,1,1
249173,0,1,1,0,0,1,1
249176,1,1,1,0,0,1,1
249219,0,1,1,0,0,1,1
249223,0,0,0,0,0,0,1
249227,0,0,0,0,0,0,0
249329,0,0,0,0,0,1,0
249332,0,1,1,0,0,1,1
249334,1,1,1,0,0,1,1
249375,0,1,1,0,0,0,1
249378,0,0,0,0,0,0,1
249391,0,0,0,0,0,0,0
249465,0,0,0,0,0,0,1
249467,0,0,0,0,0,1,1
249474,1,1,1,0,0,1,1
249513,1,1,1,0,0,0,1
249515,0,1,1,0,0,0,0
249519,0,0,0,0,0,0,0
249565,0,0,0,0,0,1,1
249571,1,1,1,0,0,1,1
249629,1,1,0,0,0,1,1
249635,1,0,0,0,0,1,0
249638,0,0,0,0,0,1,0
249641,0,0,0,0,0,0,0
249724,0,0,0,0,0,1,1
249736,1,1,1,0,0,1,1
249781,0,1,1,0,0,1,1
249790,0,0,0,0,0,1,1
249794,0,0,0,0,0,0,1
249799,0,0,0,0,0,0,0
249891,0,1,1,0,1,1,1
249893,1,1,1,0,1,1,1
249930,1,1,1,0,1,0,1
249933,1,0,0,0,1,0,1
249935,0,0,0,0,1,0,0
249939,0,0,0,0,0,0,0
249979,0,0,0,0,1,1,1
249992,0,1,1,0,1,1,1
249995,1,1,1,0,1,1,1
250056,0,0,0,0,1,1,1
250063,0,0,0,0,0,0,0
250139,0,1,1,0,0,0,1
250144,1,1,1,0,0,0,1
250150,1,1,1,0,1,1,1
250205,0,0,0,0,1,1,1
250215,0,0,0,0,0,0,0
250304,0,1,1,0,0,0,1
250306,0,1,1,0,1,1,1
250309,1,1,1,0,1,1,1
250352,0,1,1,0,1,1,1
250356,0,0,0,0,1,1,1
250359,0,0,0,0,0,0,1
250364,0,0,0,0,0,0,0
250444,0,0,0,0,0,0,1
250449,1,1,1,0,1,1,1
250492,1,1,1,0,1,1,0
250495,1,1,1,0,0,0,0
250499,0,0,0,0,0,0,0
250539,0,0,0,0,1,1,1
250552,0,1,1,0,1,1,1
250555,1,1,1,0,1,1,1
250619,0,1,1,0,1,1,1
250623,0,0,0,0,0,0,1
250625,0,0,0,0,0,0,0
250696,0,0,0,0,0,0,1
250699,0,1,1,0,1,1,1
250702,1,1,1,0,1,1,1
250762,0,1,1,0,1,1,1
250769,0,0,0,0,1,1,1
250779,0,0,0,0,1,1,0
250781,0,0,0,0,0,0,0
250884,0,1,0,0,0,0,1
250889,1,1,0,0,0,0,1
250892,1,1,0,1,0,0,1
250960,0,1,0,1,0,0,1
250969,0,0,0,1,0,0,1
250973,0,0,0,1,0,1,1
250975,0,0,0,0,0,1,1
251005,0,0,0,0,0,1,0
251054,0,0,0,0,1,1,0
251077,0,0,0,0,1,0,0
251124,0,0,0,0,0,0,0
251129,0,0,0,1,0,0,0
251207,0,0,0,1,1,1,0
251215,0,0,0,0,1,1,0
251216,0,1,0,0,1,1,0
251289,0,0,0,0,1,1,0
251297,0,0,0,0,1,1,1
251301,0,0,0,0,0,1,1
251332,0,0,0,0,0,0,1
251378,0,0,0,1,0,0,1
251426,0,0,0,1,0,0,0
251456,0,0,0,1,1,0,0
251460,0,0,0,0,1,0,0
251554,0,0,0,0,0,1,0
251564,1,0,1,0,0,1,0
251621,0,0,0,0,0,1,0
251634,0,0,0,0,1,1,0
251639,0,0,0,0,1,1,1
251682,0,0,0,0,1,0,1
251704,0,0,0,0,0,0,1
251722,0,0,0,0,0,0,0
251798,0,0,0,1,0,0,0
251815,0,0,1,1,0,0,0
251869,0,0,0,1,0,0,0
251876,0,0,0,0,0,0,0
251978,0,0,0,0,1,0,0
251989,0,0,1,0,1,0,0
252066,0,0,1,0,0,0,0
252072,0,1,1,0,0,0,0
252091,0,1,0,1,0,0,0
252153,1,1,0,1,0,0,0
252155,1,1,0,0,0,0,0
252168,1,1,0,0,0,1,0
252191,1,0,0,0,0,1,0
252233,1,0,1,0,0,1,0
252240,1,0,1,0,1,1,0
252258,0,0,1,0,1,1,0
252275,0,0,1,0,1,0,0
252301,0,1,1,0,1,0,0
252325,0,1,1,1,1,0,0
252329,0,1,0,1,1,0,0
252332,0,1,0,1,0,0,0
252401,0,1,1,1,0,0,0
252405,0,1,1,1,1,0,0
252407,0,1,1,0,1,0,0
252412,0,0,1,0,1,0,0
252482,0,0,1,0,1,1,0
252485,1,0,1,0,1,1,0
252500,1,0,0,0,1,1,0
252506,1,0,0,0,0,1,0
252561,1,1,0,0,0,1,0
252574,1,1,0,1,0,1,0
252585,1,1,0,1,0,0,0
252590,0,1,0,1,0,0,0
252638,0,0,0,1,0,0,0
252644,0,0,0,0,0,0,0
252724,0,0,0,0,0,0,1
252731,1,0,0,0,0,0,1
252736,1,0,0,1,0,0,1
252792,1,1,0,1,0,0,1
252816,1,1,0,1,0,0,0
252821,0,1,0,1,0,0,0
252823,0,1,0,0,1,0,0
252865,0,0,0,0,1,0,0
252894,0,0,0,0,1,0,1
252904,0,0,0,0,1,1,1
252919,0,0,0,0,0,1,1
252953,0,0,0,0,0,0,1
252955,0,0,0,0,0,0,0
253046,0,0,1,0,0,0,1
253051,1,0,1,0,1,0,1
253055,1,0,1,1,1,0,1
253094,0,0,1,1,1,0,1
253124,0,0,1,1,1,0,0
253196,0,1,1,1,1,0,0
253222,0,1,1,1,1,1,0
253368,1,1,1,1,1,1,0
253379,1,0,1,1,1,1,1
253405,1,0,1,1,1,0,1
253535,1,1,1,1,1,0,1
253549,1,1,1,1,1,1,1
253566,1,1,0,1,1,1,1
253574,1,1,0,1,0,1,1
253710,1,1,1,1,0,1,1
253722,1,1,1,1,1,1,1
253729,1,0,1,1,1,1,1
253736,1,0,1,1,1,0,1
253881,1,1,1,1,1,0,1
253890,0,1,1,1,1,0,1
253902,0,1,1,1,1,1,1
253921,0,1,1,1,1,1,0
254031,0,1,1,1,1,1,1
254034,1,1,1,1,1,1,1
254046,1,0,1,1,1,1,1
254054,1,0,1,1,1,0,1
254214,1,1,1,1,1,0,1
254216,1,1,1,1,1,1,1
254241,1,1,0,1,1,1,1
254254,1,1,0,1,0,1,1
254369,1,1,1,1,0,1,1
254392,1,0,1,1,1,1,1
254411,1,0,1,1,1,0,1
254544,1,1,1,1,1,0,1
254551,0,1,1,1,1,0,1
254569,0,1,1,1,1,1,1
254584,0,1,1,1,1,1,0
254695,0,1,1,1,1,1,1
254710,1,1,1,1,1,1,1
254719,1,1,1,1,1,0,1
254726,1,0,1,1,1,0,1
254865,1,1,1,1,1,0,1
254877,1,1,1,1,1,1,1
254891,1,1,0,1,1,1,1
254909,1,1,0,1,0,1,1
255039,1,1,1,1,0,1,1
255045,1,1,1,1,1,1,1
255059,1,0,1,1,1,1,1
255062,1,0,1,1,1,0,1
255070,0,0,1,1,1,0,1
255072,0,0,1,1,1,0,0
255184,0,0,1,1,0,0,0
255193,0,1,1,1,0,0,0
255201,1,1,1,1,0,0,0
255205,1,1,1,1,0,0,1
255210,1,1,1,1,0,1,1
255221,1,1,0,1,0,1,1
255230,1,1,0,0,0,1,1
255247,0,0,0,0,0,1,1
255250,0,0,0,0,0,0,1
255256,0,0,0,0,0,0,0
255312,0,0,0,0,0,0,1
255318,0,1,0,0,0,0,1
255321,1,1,0,0,0,1,1
255373,1,1,0,0,0,0,1
255376,1,0,0,0,0,0,0
255379,0,0,0,0,0,0,0
255478,0,0,0,0,0,0,1
255483,0,0,0,0,0,1,1
255485,0,1,0,0,0,1,1
255490,1,1,0,0,0,1,1
255535,1,0,0,0,0,0,1
255538,0,0,0,0,0,0,1
255543,0,0,0,0,0,0,0
255709,0,0,1,0,0,0,0
255714,0,0,1,1,0,0,0
255755,0,0,0,1,0,0,0
258576,0,0,0,1,1,0,0
258591,0,1,0,1,1,0,0
258599,1,1,0,0,1,0,0
258603,1,1,0,0,1,1,0
258605,1,1,0,0,1,1,1
258623,1,1,0,0,0,1,1
258641,1,0,0,0,0,1,1
258644,0,0,0,0,0,1,1
258657,0,0,0,0,0,0,1
258666,0,0,0,0,0,0,0
259058,0,0,0,1,0,0,0
259075,0,0,1,1,0,0,0
259086,0,0,1,1,1,1,0
259116,0,0,1,0,1,1,0
259135,0,0,0,0,1,1,0
259143,0,0,0,0,0,0,0
259559,0,1,0,0,0,0,0
259568,0,1,1,0,0,0,0
259573,0,1,1,1,0,0,0
259584,0,1,1,1,1,0,0
259635,0,1,1,0,1,0,0
259643,0,0,0,0,1,0,0
259649,0,0,0,0,0,0,0
260046,0,0,0,0,1,0,0
260057,0,0,1,0,1,0,0
260069,0,0,1,0,1,1,0
260074,0,0,1,1,1,1,0
260111,0,0,1,1,0,1,0
260123,0,0,0,1,0,1,0
260146,0,0,0,1,0,0,0
260166,0,0,0,0,0,0,0
260535,1,0,0,1,0,0,0
260556,1,1,0,1,0,0,0
260575,1,1,0,1,1,0,0
260613,1,1,0,0,1,0,0
260619,0,1,0,0,1,0,0
260626,0,0,0,0,1,0,0
260649,0,0,0,0,0,0,0
260893,0,1,0,0,0,0,0
260964,0,0,0,0,0,0,0
261036,0,0,0,0,0,1,0
261088,0,0,0,0,0,0,0
261148,1,0,0,0,0,0,0
261171,1,0,1,0,0,0,0
261191,1,0,1,0,0,0,1
261195,1,0,1,1,0,0,1
261205,0,0,1,1,0,0,1
261239,0,0,0,1,0,0,1
261255,0,0,0,0,0,0,0
261716,0,1,0,0,0,0,0
261723,0,1,0,0,1,0,0
261744,0,1,1,0,1,0,0
261756,0,1,1,0,1,1,0
261786,0,1,1,0,0,1,0
261791,0,0,1,0,0,1,0
261809,0,0,0,0,0,1,0
261825,0,0,0,0,0,0,0
262210,0,0,0,0,0,0,1
262213,0,0,0,1,0,0,1
262225,1,0,0,1,0,0,1
262251,1,0,0,1,0,0,0
262266,1,0,0,0,0,0,0
262283,0,0,0,0,0,0,0
262312,0,0,0,0,0,0,1
262395,0,0,0,0,0,0,0
262403,0,0,1,0,0,0,0
263249,1,0,1,0,0,0,0
263266,1,0,1,0,0,1,0
263272,1,0,0,0,0,1,0
263301,0,0,0,0,0,1,0
263331,0,0,0,0,1,1,0
263346,0,0,0,0,1,0,0
263390,0,0,0,0,0,0,0
263399,0,1,0,0,0,0,0
263473,0,1,1,0,0,0,0
263490,0,0,1,0,0,0,0
263509,0,0,1,0,0,0,1
263515,0,0,1,0,1,0,1
263531,0,0,0,0,1,0,1
263545,1,0,0,0,1,0,1
263571,1,0,0,0,0,0,0
263582,1,1,0,0,0,0,0
263641,0,1,1,0,0,0,0
263677,0,0,1,0,0,0,0
263708,0,0,1,0,0,1,0
263711,0,0,0,0,0,1,0
263756,0,0,0,0,1,1,0
263785,0,0,0,0,1,0,0
263900,0,1,0,0,1,0,0
263905,0,1,0,0,1,0,1
263911,0,1,0,0,1,1,1
263926,0,1,0,0,0,1,1
263953,0,0,0,0,0,1,1
263968,0,0,0,0,0,0,1
263981,0,0,0,0,0,0,0
264054,0,1,0,0,0,0,0
264134,0,0,1,0,0,0,0
264214,0,1,1,0,0,0,0
264233,0,1,1,0,1,0,0
264236,0,1,1,1,1,0,0
264239,0,1,0,1,1,0,0
264289,0,1,0,1,0,0,0
264291,0,0,0,1,0,0,0
264303,0,0,0,0,0,0,0
264379,0,0,1,0,0,0,0
264395,0,0,1,0,0,1,0
264433,0,0,0,0,0,1,0
264469,0,0,0,0,0,0,0
264476,0,0,1,0,0,0,0
264545,0,1,1,0,0,0,0
264553,1,1,1,0,0,0,0
264578,1,1,0,0,0,0,0
264615,1,0,0,0,0,0,0
264616,0,0,0,0,0,0,0
264723,0,1,0,0,0,0,0
264803,0,0,1,0,0,0,0
264875,0,0,1,0,0,0,1
264878,0,0,1,1,0,0,1
264889,0,1,1,1,0,0,1
264911,0,1,0,1,0,0,1
264934,0,1,0,1,0,0,0
264944,0,1,0,0,0,0,0
264956,0,0,0,0,0,0,0
265048,0,0,1,0,0,0,0
265056,0,0,1,0,0,1,0
265061,1,0,1,1,0,1,0
265103,0,0,1,1,0,1,0
265109,0,0,0,1,0,1,0
265126,0,0,0,1,0,0,0
265134,0,0,0,0,0,0,0
265216,1,0,0,0,0,0,0
265280,0,0,0,0,0,0,0
265392,0,1,0,0,0,0,0
265465,0,0,0,0,0,0,0
265486,0,0,1,0,0,0,0
265547,0,0,1,0,1,0,0
265551,0,1,1,1,1,0,0
265572,0,1,0,1,1,0,0
265614,0,1,0,1,0,0,0
265623,0,0,0,0,0,0,0
265715,0,0,1,0,0,0,0
265727,1,0,1,0,0,0,0
265729,1,0,1,0,0,1,0
265735,1,0,1,1,0,1,0
265776,0,0,1,1,0,1,0
265779,0,0,0,1,0,1,0
265799,0,0,0,1,0,0,0
265803,0,0,0,0,0,0,0
265889,1,0,0,0,0,0,0
265959,0,0,0,0,0,0,0
266055,0,1,0,0,0,0,0
266065,0,1,0,0,0,1,0
266129,0,0,0,0,0,0,0
266149,0,0,1,0,0,0,0
266209,0,1,1,0,0,0,0
266221,0,1,1,0,0,0,1
266229,0,1,1,1,0,0,1
266249,0,1,0,1,0,0,1
266285,0,0,0,1,0,0,1
266289,0,0,0,1,0,0,0
266293,0,0,0,0,0,0,0
266395,0,0,1,0,0,0,0
266399,1,0,1,0,0,0,0
266405,1,0,1,0,1,0,0
266409,1,0,1,1,1,0,0
266449,0,0,1,1,1,0,0
266453,0,0,0,1,1,0,0
266467,0,0,0,1,0,0,0
266473,0,0,0,0,0,0,0
266559,0,1,1,0,0,0,0
266616,0,1,0,0,0,0,0
266625,0,0,0,0,0,0,0
266721,0,0,1,0,0,0,0
266724,0,0,1,0,1,0,0
266789,0,0,1,0,0,0,0
266805,0,1,1,0,0,0,0
266809,1,1,1,0,0,0,0
266819,1,1,0,0,0,0,0
266881,1,1,1,0,0,0,0
266885,1,1,1,0,0,1,0
266887,1,1,1,1,0,1,0
266899,1,0,1,1,0,1,0
266904,0,0,1,1,0,1,0
266942,0,0,1,1,0,0,0
266958,0,0,0,1,0,0,0
266961,0,0,0,0,0,0,0
267049,1,0,0,0,0,0,0
267053,1,1,0,0,0,0,0
267059,1,1,0,0,0,0,1
267104,1,0,0,0,0,0,1
267114,0,0,0,0,0,0,1
267136,0,0,0,0,0,0,0
267215,0,0,1,0,0,0,0
267236,0,0,1,1,0,0,0
267289,1,0,1,1,0,0,0
267296,1,1,0,1,0,0,0
267305,1,1,0,0,0,0,0
267359,0,1,0,0,0,0,0
267369,0,0,0,0,0,0,0
267385,0,0,1,0,0,0,0
267401,0,0,1,0,0,1,0
267459,0,1,1,0,0,1,0
267465,0,1,1,0,0,0,0
267472,0,1,0,0,0,0,0
267545,0,1,1,0,0,0,0
267556,0,0,1,0,0,0,0
267559,0,0,1,1,0,0,0
267624,0,0,0,1,0,0,0
267631,0,0,0,0,0,0,0
267714,0,1,0,0,0,0,0
267716,1,1,0,0,0,0,0
267721,1,1,0,0,0,0,1
267729,1,1,0,1,0,0,1
267785,1,1,0,1,0,0,0
267787,0,1,0,1,0,0,0
267789,0,1,0,0,0,0,0
267791,0,0,0,0,0,0,0
267883,0,0,1,0,0,0,0
267895,0,0,1,0,1,0,0
267904,0,0,1,1,1,0,0
267953,0,0,1,1,0,0,0
267961,0,0,0,1,0,0,0
267962,0,0,0,0,0,0,0
268061,0,0,1,1,0,0,0
268073,0,0,1,1,1,1,0
268124,0,0,1,0,1,1,0
268126,0,0,0,0,0,0,0
268223,0,0,0,1,0,0,0
268225,0,0,1,1,0,0,0
268290,0,0,1,0,0,0,0
268292,0,0,0,0,0,0,0
268384,0,0,0,0,0,0,1
268385,0,0,0,0,1,0,1
268391,0,0,1,1,1,0,1
268443,0,0,1,1,0,0,1
268446,0,0,1,0,0,0,1
268453,0,0,0,0,0,0,0
268550,0,0,1,1,0,0,0
268615,0,0,1,0,0,0,0
268634,1,1,1,0,0,0,0
268647,1,1,0,0,0,0,0
268707,0,1,0,0,0,0,1
268709,0,0,0,0,0,0,1
268716,0,0,0,1,0,1,1
268718,0,0,1,1,0,1,1
268764,0,0,1,1,0,0,1
268769,0,0,1,1,0,0,0
268776,0,0,1,0,0,0,0
268794,0,1,1,0,0,0,0
268806,1,1,1,0,0,0,0
268816,1,1,0,0,0,0,0
268869,0,1,0,0,0,0,0
268875,0,0,1,0,0,0,0
268883,0,0,1,1,0,0,0
268941,0,0,1,0,0,0,0
268959,0,1,1,0,0,0,0
268962,1,1,1,0,0,0,0
268982,1,1,0,0,0,0,0
269001,0,1,0,0,0,0,0
269005,0,0,0,0,0,0,0
269044,0,0,0,0,0,0,1
269045,0,0,0,1,0,0,1
269053,0,0,0,1,1,1,1
269063,0,1,0,1,1,1,1
269071,1,1,0,1,1,1,1
269102,1,1,0,1,0,0,0
269119,1,1,0,0,0,0,0
269121,1,0,0,0,0,0,0
269124,0,0,0,0,0,0,0
269234,0,1,1,0,0,0,0
269292,0,0,0,0,0,0,0
269315,0,0,0,1,0,0,0
269317,0,0,0,1,1,0,0
269390,0,0,0,0,0,0,0
269393,0,0,0,0,0,0,1
269396,1,0,1,0,0,0,1
269406,1,0,1,0,0,1,1
269444,0,0,1,0,0,1,1
269456,0,0,0,0,0,1,1
269472,0,0,0,0,1,1,1
269479,0,0,0,1,1,1,1
269495,0,0,0,1,1,0,1
269502,0,0,0,1,1,0,0
269542,0,0,0,1,0,0,0
269556,0,0,0,0,0,0,0
269695,0,0,0,0,0,0,1
269696,0,0,0,0,1,0,1
269706,1,0,1,0,1,0,1
269766,1,0,1,0,0,0,1
269779,1,0,0,0,0,0,1
269881,1,0,0,1,0,0,1
269953,1,0,0,0,0,0,1
269974,1,0,0,0,1,0,1
270046,1,0,0,0,0,0,1
270053,1,1,0,0,0,0,1
270061,1,1,1,0,0,0,1
270130,1,0,0,0,0,0,1
270145,1,0,0,1,0,0,1
270211,1,1,0,1,1,1,1
270220,0,1,0,1,1,1,1
270222,0,1,0,0,1,1,1
270224,0,1,0,0,1,1,0
270265,0,1,0,0,0,0,0
270299,0,1,1,0,0,0,0
270311,0,0,1,0,0,0,0
270370,0,0,0,0,0,0,0
270385,0,0,0,1,0,0,0
270395,0,0,0,1,0,1,0
270446,0,0,0,1,0,0,0
270464,0,0,0,0,0,0,0
270473,0,0,0,0,1,0,0
270484,0,0,1,0,1,0,0
270552,0,1,1,0,1,0,0
270554,0,1,1,0,0,0,0
270569,0,1,1,0,0,1,0
270572,0,1,0,0,0,1,0
270619,0,0,0,0,0,1,0
270651,0,0,0,0,1,0,0
270714,0,0,1,0,1,0,0
270746,0,0,1,0,0,1,0
270795,0,1,1,0,0,1,0
