Offset,Column,Delta
133790,0,300
134090,0,300
134390,0,600
134990,0,225
135215,0,375
135590,0,187
135777,0,413
136190,0,300
136490,0,300
136790,0,600
137390,0,225
137615,0,375
137990,0,300
138290,0,300
138590,0,300
138890,0,300
139190,0,600
139790,0,300
140090,0,150
140240,0,225
140465,0,225
140690,0,300
140990,0,300
141290,0,300
141590,0,300
141890,0,300
142190,0,300
142490,0,300
142790,0,300
143090,0,375
143465,0,225
143690,0,300
143990,0,600
144590,0,450
145040,0,225
145265,0,525
145790,0,300
146090,0,300
146390,0,300
146690,0,300
146990,0,300
147290,0,300
147590,0,300
147890,0,375
148265,0,225
148490,0,300
148790,0,600
149390,0,262
149652,0,638
150290,0,300
150590,0,300
150890,0,300
151190,0,712
151902,0,4688
156590,0,300
156890,0,300
157190,0,300
157490,0,300
157790,0,225
158015,0,225
158240,0,300
158540,0,150
158690,0,300
158990,0,300
159290,0,300
159590,0,300
159890,0,300
160190,0,300
160490,0,900
161390,0,262
161652,0,338
161990,0,300
162290,0,225
162515,0,150
162665,0,150
162815,0,862
163677,0,413
164090,0,150
164240,0,262
164502,0,488
164990,0,300
165290,0,450
165740,0,300
166040,0,150
166190,0,300
166490,0,300
166790,0,450
167240,0,150
167390,0,300
167690,0,300
167990,0,300
168290,0,300
168590,0,150
168740,0,150
168890,0,300
169190,0,450
169640,0,150
169790,0,300
170090,0,300
170390,0,300
170690,0,150
170840,0,150
170990,0,300
171290,0,300
171590,0,300
171890,0,150
172040,0,150
172190,0,300
172490,0,300
172790,0,300
173090,0,300
173390,0,150
173540,0,300
173840,0,150
173990,0,300
174290,0,300
174590,0,300
174890,0,300
175190,0,300
175490,0,150
175640,0,150
175790,0,300
176090,0,300
176390,0,300
176690,0,150
176840,0,150
176990,0,300
177290,0,300
177590,0,300
177890,0,300
178190,0,150
178340,0,150
178490,0,300
178790,0,300
179090,0,300
179390,0,300
179690,0,300
179990,0,300
180290,0,150
180440,0,150
180590,0,300
180890,0,300
181190,0,300
181490,0,150
181640,0,225
181865,0,1200
183065,0,75
183140,0,675
183815,0,75
183890,0,150
184040,0,150
184190,0,150
184340,0,450
184790,0,300
185090,0,300
185390,0,150
185540,0,450
185990,0,300
186290,0,300
186590,0,150
186740,0,450
187190,0,300
187490,0,300
187790,0,150
187940,0,150
188090,0,600
188690,0,300
188990,0,150
189140,0,450
189590,0,150
189740,0,300
190040,0,150
190190,0,150
190340,0,450
190790,0,150
190940,0,300
191240,0,150
191390,0,150
191540,0,450
191990,0,300
192290,0,300
192590,0,150
192740,0,300
193040,0,450
193490,0,300
193790,0,150
193940,0,150
194090,0,300
194390,0,300
194690,0,150
194840,0,150
194990,0,150
195140,0,150
195290,0,300
195590,0,300
195890,0,150
196040,0,150
196190,0,150
196340,0,150
196490,0,300
196790,0,300
197090,0,150
197240,0,150
197390,0,150
197540,0,300
197840,0,150
197990,0,300
198290,0,300
198590,0,150
198740,0,450
199190,0,150
199340,0,150
199490,0,300
199790,0,150
199940,0,300
200240,0,150
200390,0,150
200540,0,300
200840,0,225
201065,0,1200
202265,0,75
202340,0,675
203015,0,75
203090,0,150
203240,0,150
203390,0,300
203690,0,300
203990,0,300
204290,0,300
204590,0,300
204890,0,300
205190,0,300
205490,0,300
205790,0,300
206090,0,300
206390,0,300
206690,0,300
206990,0,300
207290,0,300
207590,0,300
207890,0,300
208190,0,300
208490,0,300
208790,0,300
209090,0,300
209390,0,300
209690,0,300
209990,0,300
210290,0,300
210590,0,300
210890,0,300
211190,0,300
211490,0,412
211902,0,938
212840,0,450
213290,0,300
213590,0,300
213890,0,300
214190,0,300
214490,0,300
214790,0,300
215090,0,300
215390,0,300
215690,0,300
215990,0,300
216290,0,300
216590,0,300
216890,0,300
217190,0,300
217490,0,300
217790,0,300
218090,0,300
218390,0,300
218690,0,300
218990,0,300
219290,0,300
219590,0,300
219890,0,1500
221390,0,1200
222590,0,1200
223790,0,1200
224990,0,1350
226340,0,262
226602,0,188
226790,0,825
227615,0,150
227765,0,150
227915,0,375
228290,0,300
228590,0,300
228890,0,600
229490,0,300
229790,0,450
230240,0,112
230352,0,188
230540,0,75
230615,0,75
230690,0,300
230990,0,150
231140,0,150
231290,0,300
231590,0,450
232040,0,150
232190,0,150
232340,0,150
232490,0,150
232640,0,150
232790,0,600
233390,0,150
233540,0,150
233690,0,300
233990,0,300
234290,0,300
234590,0,300
234890,0,150
235040,0,150
235190,0,600
235790,0,300
236090,0,300
236390,0,450
236840,0,450
237290,0,450
237740,0,150
237890,0,300
238190,0,300
238490,0,300
238790,0,300
239090,0,300
239390,0,300
239690,0,150
239840,0,300
240140,0,450
240590,0,450
241040,0,150
241190,0,450
241640,0,375
242015,0,375
242390,0,150
242540,0,300
242840,0,150
242990,0,300
243290,0,450
243740,0,300
244040,0,225
244265,0,225
244490,0,375
244865,0,375
245240,0,450
245690,0,300
245990,0,300
246290,0,300
246590,0,300
246890,0,300
247190,0,300
247490,0,150
247640,0,150
247790,0,225
248015,0,375
248390,0,150
248540,0,300
248840,0,150
248990,0,150
249140,0,450
249590,0,150
249740,0,225
249965,0,225
250190,0,225
250415,0,225
250640,0,150
250790,0,450
251240,0,150
251390,0,300
251690,0,300
251990,0,300
252290,0,150
252440,0,150
252590,0,600
253190,0,300
253490,0,900
254390,0,725
255115,0,775
255890,0,562
256452,0,188
256640,0,225
256865,0,225
257090,0,300
257390,0,150
257540,0,750
258290,0,600
258890,0,900
259790,0,300
260090,0,600
260690,0,300
260990,0,300
261290,0,150
261440,0,150
261590,0,600
262190,0,300
262490,0,600
263090,0,300
263390,0,600
263990,0,262
264252,0,1538
265790,0,1200
266990,0,1200
268190,0,1400
269590,0,350
269940,0,200
270140,0,1650
271790,0,1200
272990,0,1450
274440,0,250
274690,0,250
274940,0,450
275390,0,300
275690,0,300
275990,0,300
276290,0,300
276590,0,300
276890,0,300
277190,0,300
277490,0,150
277640,0,150
277790,0,300
278090,0,300
278390,0,300
278690,0,150
278840,0,150
278990,0,200
279190,0,400
279590,0,150
279740,0,450
280190,0,600
280790,0,450
281240,0,150
281390,0,600
281990,0,600
282590,0,300
282890,0,300
283190,0,300
283490,0,300
283790,0,250
284040,0,250
284290,0,250
284540,0,450
284990,0,300
285290,0,225
285515,0,525
286040,0,150
286190,0,300
286490,0,225
286715,0,525
287240,0,150
287390,0,300
287690,0,225
287915,0,675
288590,0,375
288965,0,375
289340,0,225
289565,0,225
289790,0,300
290090,0,300
290390,0,600
290990,0,300
291290,0,300
291590,0,600
292190,0,300
292490,0,300
292790,0,600
293390,0,300
293690,0,450
294140,0,150
294290,0,300
294590,0,300
294890,0,225
295115,0,525
295640,0,150
295790,0,300
296090,0,225
296315,0,525
296840,0,150
296990,0,300
297290,0,225
297515,0,675
298190,0,375
298565,0,375
298940,0,225
299165,0,225
299390,0,300
299690,0,300
299990,0,600
300590,0,300
300890,0,300
301190,0,600
301790,0,300
302090,0,300
302390,0,600
302990,0,300
303290,0,450
303740,0,150
303890,0,300
304190,0,4800
308990,0,600
309590,0,4200
313790,0,600
314390,0,1875
316265,0,600
316865,0,525
317390,0,300
317690,0,150
317840,0,300
318140,0,150
318290,0,150
318440,0,150
318590,0,375
318965,0,487
319452,0,338
319790,0,150
319940,0,150
320090,0,225
320315,0,150
320465,0,150
320615,0,450
321065,0,150
321215,0,150
321365,0,150
321515,0,150
321665,0,150
321815,0,150
321965,0,150
322115,0,150
322265,0,150
322415,0,150
322565,0,150
322715,0,150
322865,0,150
323015,0,150
323165,0,150
323315,0,150
323465,0,150
323615,0,150
323765,0,150
323915,0,150
324065,0,150
324215,0,150
324365,0,150
324515,0,150
324665,0,150
324815,0,150
324965,0,150
325115,0,150
325265,0,150
325415,0,150
325565,0,150
325715,0,150
325865,0,150
326015,0,150
326165,0,150
326315,0,150
326465,0,150
326615,0,150
326765,0,150
326915,0,225
327140,0,225
327365,0,225
327590,0,300
327890,0,150
328040,0,150
328190,0,375
328565,0,225
328790,0,300
329090,0,150
329240,0,150
329390,0,150
329540,0,225
329765,0,225
329990,0,300
330290,0,150
330440,0,150
330590,0,300
330890,0,300
331190,0,300
331490,0,300
331790,0,150
331940,0,450
332390,0,450
332840,0,150
332990,0,600
333590,0,150
333740,0,300
334040,0,150
334190,0,150
334340,0,450
334790,0,300
335090,0,300
335390,0,150
335540,0,150
335690,0,300
335990,0,300
336290,0,300
336590,0,150
336740,0,225
336965,0,225
337190,0,300
337490,0,150
337640,0,150
337790,0,375
338165,0,225
338390,0,300
338690,0,300
338990,0,150
339140,0,225
339365,0,225
339590,0,300
339890,0,300
340190,0,300
340490,0,300
340790,0,300
341090,0,300
341390,0,150
341540,0,450
341990,0,300
342290,0,150
342440,0,150
342590,0,300
342890,0,300
343190,0,300
343490,0,150
343640,0,225
343865,0,1425
345290,0,150
345440,0,75
345515,0,675
346190,0,525
346715,0,225
346940,0,337
347277,0,113
347390,0,375
347765,0,225
347990,0,300
348290,0,150
348440,0,150
348590,0,150
348740,0,225
348965,0,225
349190,0,150
349340,0,225
349565,0,225
349790,0,150
349940,0,450
350390,0,300
350690,0,300
350990,0,150
351140,0,450
351590,0,150
351740,0,150
351890,0,300
352190,0,600
352790,0,150
352940,0,300
353240,0,150
353390,0,150
353540,0,450
353990,0,300
354290,0,150
354440,0,150
354590,0,150
354740,0,150
354890,0,300
355190,0,300
355490,0,300
355790,0,150
355940,0,225
356165,0,225
356390,0,150
356540,0,300
356840,0,150
356990,0,375
357365,0,225
357590,0,150
357740,0,150
357890,0,300
358190,0,150
358340,0,225
358565,0,225
358790,0,300
359090,0,150
359240,0,150
359390,0,300
359690,0,300
359990,0,300
360290,0,150
360440,0,150
360590,0,150
360740,0,225
360965,0,225
361190,0,150
361340,0,150
361490,0,150
361640,0,150
361790,0,300
362090,0,300
362390,0,150
362540,0,150
362690,0,150
362840,0,225
363065,0,1425
364490,0,150
364640,0,75
364715,0,675
365390,0,4800
370190,0,2400
372590,0,1200
373790,0,600
374390,0,300
374690,0,300
1340,1,450
1790,1,525
2315,1,150
2465,1,450
2915,1,600
3515,1,150
3665,1,525
4190,1,525
4715,1,150
4865,1,525
5390,1,150
5540,1,150
5690,1,150
5840,1,750
6590,1,525
7115,1,150
7265,1,525
7790,1,525
8315,1,150
8465,1,975
9440,1,450
9890,1,150
10040,1,1050
11090,1,225
11315,1,375
11690,1,300
11990,1,300
12290,1,150
12440,1,150
12590,1,300
12890,1,300
13190,1,300
13490,1,300
13790,1,300
14090,1,225
14315,1,150
14465,1,225
14690,1,300
14990,1,150
15140,1,150
15290,1,300
15590,1,300
15890,1,150
16040,1,150
16190,1,300
16490,1,300
16790,1,300
17090,1,150
17240,1,150
17390,1,300
17690,1,300
17990,1,300
18290,1,300
18590,1,300
18890,1,225
19115,1,150
19265,1,225
19490,1,300
19790,1,300
20090,1,150
20240,1,225
20465,1,225
20690,1,350
21040,1,200
21240,1,200
21440,1,150
21590,1,200
21790,1,250
22040,1,300
22340,1,450
22790,1,750
23540,1,450
23990,1,450
24440,1,300
24740,1,525
25265,1,150
25415,1,525
25940,1,225
26165,1,225
26390,1,375
26765,1,225
26990,1,225
27215,1,150
27365,1,225
27590,1,300
27890,1,150
28040,1,225
28265,1,150
28415,1,300
28715,1,150
28865,1,225
29090,1,150
29240,1,375
29615,1,150
29765,1,225
29990,1,300
30290,1,150
30440,1,300
30740,1,150
30890,1,300
31190,1,150
31340,1,300
31640,1,375
32015,1,150
32165,1,300
32465,1,150
32615,1,225
32840,1,225
33065,1,150
33215,1,375
33590,1,300
33890,1,150
34040,1,150
34190,1,300
34490,1,225
34715,1,150
34865,1,225
35090,1,225
35315,1,375
35690,1,150
35840,1,150
35990,1,600
36590,1,225
36815,1,225
37040,1,150
37190,1,150
37340,1,150
37490,1,150
37640,1,150
37790,1,225
38015,1,225
38240,1,150
38390,1,150
38540,1,150
38690,1,300
38990,1,225
39215,1,225
39440,1,150
39590,1,150
39740,1,225
39965,1,150
40115,1,150
40265,1,300
40565,1,150
40715,1,375
41090,1,300
41390,1,225
41615,1,225
41840,1,150
41990,1,150
42140,1,150
42290,1,150
42440,1,150
42590,1,225
42815,1,225
43040,1,150
43190,1,150
43340,1,150
43490,1,300
43790,1,225
44015,1,225
44240,1,150
44390,1,150
44540,1,300
44840,1,150
44990,1,150
45140,1,150
45290,1,225
45515,1,225
45740,1,500
46240,1,200
46440,1,200
46640,1,150
46790,1,200
46990,1,250
47240,1,300
47540,1,450
47990,1,750
48740,1,450
49190,1,450
49640,1,300
49940,1,525
50465,1,150
50615,1,450
51065,1,150
51215,1,225
51440,1,150
51590,1,300
51890,1,300
52190,1,225
52415,1,300
52715,1,150
52865,1,225
53090,1,150
53240,1,150
53390,1,225
53615,1,225
53840,1,225
54065,1,225
54290,1,150
54440,1,150
54590,1,225
54815,1,300
55115,1,375
55490,1,150
55640,1,300
55940,1,300
56240,1,300
56540,1,300
56840,1,150
56990,1,225
57215,1,450
57665,1,150
57815,1,225
58040,1,150
58190,1,225
58415,1,300
58715,1,225
58940,1,150
59090,1,300
59390,1,300
59690,1,300
59990,1,300
60290,1,150
60440,1,600
61040,1,150
61190,1,300
61490,1,150
61640,1,150
61790,1,300
62090,1,600
62690,1,1500
64190,1,300
64490,1,600
65090,1,525
65615,1,75
65690,1,600
66290,1,75
66365,1,225
66590,1,1500
68090,1,300
68390,1,600
68990,1,300
69290,1,150
69440,1,150
69590,1,300
69890,1,150
70040,1,150
70190,1,300
70490,1,225
70715,1,150
70865,1,150
71015,1,262
71277,1,113
71390,1,600
71990,1,4200
76190,1,3000
79190,1,1800
80990,1,600
81590,1,2700
84290,1,1500
85790,1,225
86015,1,150
86165,1,225
86390,1,300
86690,1,375
87065,1,225
87290,1,300
87590,1,600
88190,1,600
88790,1,150
88940,1,300
89240,1,187
89427,1,150
89577,1,150
89727,1,113
89840,1,187
90027,1,300
90327,1,150
90477,1,263
90740,1,150
90890,1,225
91115,1,150
91265,1,525
91790,1,150
91940,1,225
92165,1,150
92315,1,225
92540,1,225
92765,1,262
93027,1,188
93215,1,225
93440,1,225
93665,1,225
93890,1,150
94040,1,150
94190,1,150
94340,1,225
94565,1,225
94790,1,187
94977,1,188
95165,1,375
95540,1,225
95765,1,150
95915,1,225
96140,1,225
96365,1,175
96540,1,200
96740,1,150
96890,1,300
97190,1,225
97415,1,150
97565,1,262
97827,1,263
98090,1,225
98315,1,150
98465,1,262
98727,1,263
98990,1,150
99140,1,150
99290,1,150
99440,1,225
99665,1,150
99815,1,150
99965,1,225
100190,1,250
100440,1,200
100640,1,150
100790,1,225
101015,1,225
101240,1,112
101352,1,188
101540,1,225
101765,1,225
101990,1,187
102177,1,263
102440,1,187
102627,1,263
102890,1,225
103115,1,150
103265,1,262
103527,1,263
103790,1,150
103940,1,150
104090,1,225
104315,1,225
104540,1,225
104765,1,225
104990,1,175
105165,1,125
105290,1,450
105740,1,150
105890,1,187
106077,1,263
106340,1,225
106565,1,225
106790,1,187
106977,1,263
107240,1,225
107465,1,150
107615,1,175
107790,1,200
107990,1,150
108140,1,187
108327,1,338
108665,1,150
108815,1,225
109040,1,150
109190,1,187
109377,1,188
109565,1,225
109790,1,175
109965,1,125
110090,1,300
110390,1,150
110540,1,225
110765,1,225
110990,1,150
111140,1,300
111440,1,150
111590,1,187
111777,1,263
112040,1,150
112190,1,300
112490,1,300
112790,1,150
112940,1,300
113240,1,300
113540,1,225
113765,1,150
113915,1,262
114177,1,188
114365,1,225
114590,1,175
114765,1,125
114890,1,375
115265,1,225
115490,1,187
115677,1,188
115865,1,225
116090,1,225
116315,1,262
116577,1,188
116765,1,225
116990,1,225
117215,1,175
117390,1,200
117590,1,150
117740,1,300
118040,1,225
118265,1,225
118490,1,225
118715,1,262
118977,1,188
119165,1,300
119465,1,225
119690,1,150
119840,1,300
120140,1,150
120290,1,337
120627,1,113
120740,1,300
121040,1,225
121265,1,150
121415,1,225
121640,1,225
121865,1,300
122165,1,300
122465,1,300
122765,1,225
122990,1,225
123215,1,375
123590,1,187
123777,1,188
123965,1,300
124265,1,175
124440,1,200
124640,1,300
124940,1,187
125127,1,150
125277,1,263
125540,1,150
125690,1,375
126065,1,150
126215,1,225
126440,1,150
126590,1,150
126740,1,225
126965,1,300
127265,1,150
127415,1,150
127565,1,225
127790,1,150
127940,1,300
128240,1,225
128465,1,225
128690,1,1200
129890,1,300
130190,1,1200
131390,1,300
131690,1,300
131990,1,600
132590,1,225
132815,1,375
133190,1,300
133490,1,300
133790,1,300
134090,1,300
134390,1,600
134990,1,225
135215,1,375
135590,1,150
135740,1,450
136190,1,300
136490,1,300
136790,1,600
137390,1,225
137615,1,375
137990,1,300
138290,1,300
138590,1,300
138890,1,300
139190,1,600
139790,1,150
139940,1,150
140090,1,225
140315,1,225
140540,1,150
140690,1,375
141065,1,225
141290,1,225
141515,1,150
141665,1,225
141890,1,375
142265,1,225
142490,1,225
142715,1,225
142940,1,150
143090,1,300
143390,1,300
143690,1,375
144065,1,150
144215,1,225
144440,1,225
144665,1,225
144890,1,225
145115,1,225
145340,1,150
145490,1,375
145865,1,225
146090,1,225
146315,1,150
146465,1,225
146690,1,375
147065,1,225
147290,1,225
147515,1,225
147740,1,150
147890,1,300
148190,1,300
148490,1,375
148865,1,150
149015,1,225
149240,1,375
149615,1,600
150215,1,375
150590,1,150
150740,1,150
150890,1,300
151190,1,675
151865,1,375
152240,1,450
152690,1,900
153590,1,150
153740,1,750
154490,1,300
154790,1,300
155090,1,150
155240,1,1425
156665,1,225
156890,1,300
157190,1,225
157415,1,375
157790,1,150
157940,1,225
158165,1,150
158315,1,712
159027,1,188
159215,1,450
159665,1,187
159852,1,450
160302,1,150
160452,1,188
160640,1,600
161240,1,150
161390,1,187
161577,1,263
161840,1,300
162140,1,225
162365,1,150
162515,1,150
162665,1,150
162815,1,150
162965,1,150
163115,1,600
163715,1,375
164090,1,225
164315,1,225
164540,1,150
164690,1,300
164990,1,150
165140,1,150
165290,1,300
165590,1,300
165890,1,300
166190,1,300
166490,1,300
166790,1,300
167090,1,150
167240,1,150
167390,1,300
167690,1,300
167990,1,150
168140,1,150
168290,1,300
168590,1,187
168777,1,263
169040,1,150
169190,1,300
169490,1,300
169790,1,300
170090,1,225
170315,1,225
170540,1,300
170840,1,150
170990,1,450
171440,1,150
171590,1,150
171740,1,300
172040,1,150
172190,1,300
172490,1,225
172715,1,225
172940,1,150
173090,1,150
173240,1,150
173390,1,150
173540,1,150
173690,1,187
173877,1,113
173990,1,300
174290,1,300
174590,1,300
174890,1,300
175190,1,150
175340,1,300
175640,1,150
175790,1,300
176090,1,300
176390,1,150
176540,1,300
176840,1,150
176990,1,300
177290,1,300
177590,1,150
177740,1,150
177890,1,300
178190,1,187
178377,1,263
178640,1,150
178790,1,300
179090,1,150
179240,1,150
179390,1,300
179690,1,225
179915,1,225
180140,1,300
180440,1,150
180590,1,300
180890,1,300
181190,1,150
181340,1,150
181490,1,150
181640,1,187
181827,1,263
182090,1,225
182315,1,225
182540,1,150
182690,1,375
183065,1,75
183140,1,150
183290,1,525
183815,1,75
183890,1,150
184040,1,150
184190,1,150
184340,1,150
184490,1,300
184790,1,150
184940,1,300
185240,1,150
185390,1,150
185540,1,150
185690,1,300
185990,1,150
186140,1,300
186440,1,150
186590,1,150
186740,1,150
186890,1,300
187190,1,150
187340,1,300
187640,1,150
187790,1,200
187990,1,250
188240,1,150
188390,1,300
188690,1,300
188990,1,150
189140,1,150
189290,1,300
189590,1,300
189890,1,300
190190,1,150
190340,1,150
190490,1,300
190790,1,300
191090,1,300
191390,1,150
191540,1,150
191690,1,300
191990,1,150
192140,1,300
192440,1,150
192590,1,150
192740,1,150
192890,1,300
193190,1,300
193490,1,150
193640,1,150
193790,1,300
194090,1,300
194390,1,150
194540,1,300
194840,1,150
194990,1,300
195290,1,300
195590,1,150
195740,1,300
196040,1,150
196190,1,150
196340,1,150
196490,1,300
196790,1,150
196940,1,300
197240,1,150
197390,1,300
197690,1,300
197990,1,300
198290,1,300
198590,1,150
198740,1,150
198890,1,300
199190,1,300
199490,1,150
199640,1,150
199790,1,150
199940,1,150
200090,1,300
200390,1,300
200690,1,337
201027,1,263
201290,1,300
201590,1,150
201740,1,300
202040,1,225
202265,1,75
202340,1,150
202490,1,375
202865,1,150
203015,1,75
203090,1,150
203240,1,150
203390,1,5700
209090,1,1200
210290,1,450
210740,1,1125
211865,1,225
212090,1,450
212540,1,150
212690,1,300
212990,1,300
213290,1,600
213890,1,600
214490,1,600
215090,1,600
215690,1,600
216290,1,600
216890,1,600
217490,1,600
218090,1,600
218690,1,600
219290,1,600
219890,1,450
220340,1,1800
222140,1,450
222590,1,525
223115,1,150
223265,1,450
223715,1,600
224315,1,675
224990,1,525
225515,1,150
225665,1,375
226040,1,300
226340,1,150
226490,1,150
226640,1,750
227390,1,675
228065,1,150
228215,1,375
228590,1,600
229190,1,675
229865,1,100
229965,1,125
230090,1,112
230202,1,113
230315,1,675
230990,1,150
231140,1,150
231290,1,300
231590,1,450
232040,1,150
232190,1,150
232340,1,150
232490,1,150
232640,1,150
232790,1,600
233390,1,150
233540,1,150
233690,1,300
233990,1,300
234290,1,300
234590,1,300
234890,1,150
235040,1,150
235190,1,475
235665,1,100
235765,1,175
235940,1,150
236090,1,300
236390,1,225
236615,1,300
236915,1,150
237065,1,225
237290,1,150
237440,1,225
237665,1,225
237890,1,225
238115,1,225
238340,1,150
238490,1,300
238790,1,150
238940,1,225
239165,1,225
239390,1,150
239540,1,150
239690,1,300
239990,1,300
240290,1,225
240515,1,225
240740,1,150
240890,1,300
241190,1,150
241340,1,150
241490,1,225
241715,1,150
241865,1,225
242090,1,225
242315,1,300
242615,1,150
242765,1,225
242990,1,150
243140,1,225
243365,1,150
243515,1,225
243740,1,150
243890,1,225
244115,1,300
244415,1,225
244640,1,225
244865,1,150
245015,1,225
245240,1,150
245390,1,150
245540,1,225
245765,1,225
245990,1,150
246140,1,225
246365,1,150
246515,1,225
246740,1,150
246890,1,225
247115,1,225
247340,1,150
247490,1,150
247640,1,150
247790,1,225
248015,1,225
248240,1,150
248390,1,300
248690,1,300
248990,1,150
249140,1,225
249365,1,225
249590,1,225
249815,1,225
250040,1,150
250190,1,225
250415,1,375
250790,1,150
250940,1,300
251240,1,150
251390,1,225
251615,1,150
251765,1,225
251990,1,300
252290,1,300
252590,1,225
252815,1,150
252965,1,225
253190,1,300
253490,1,750
254240,1,850
