Offset,Column,Delta
74353,2,204
74557,2,204
74761,2,306
75067,2,204
75271,2,409
75680,2,204
75884,2,408
76292,2,102
76394,2,204
76598,2,102
76700,2,408
77108,2,204
77312,2,102
77414,2,408
77822,2,103
77925,2,306
78231,2,408
78639,2,612
79251,2,306
79557,2,102
79659,2,306
79965,2,306
80271,2,205
80476,2,306
80782,2,306
81088,2,102
81190,2,204
81394,2,102
81496,2,306
81802,2,102
81904,2,204
82108,2,306
82414,2,204
82618,2,204
82822,2,205
83027,2,204
83231,2,204
83435,2,102
83537,2,204
83741,2,306
84047,2,306
84353,2,102
84455,2,204
84659,2,204
84863,2,204
85067,2,102
85169,2,204
85373,2,205
85578,2,102
85680,2,408
86088,2,102
86190,2,306
86496,2,306
86802,2,102
86904,2,204
87108,2,102
87210,2,306
87516,2,204
87720,2,205
87925,2,204
88129,2,204
88333,2,102
88435,2,204
88639,2,306
3639,3,3265
6904,3,2449
9353,3,408
9761,3,408
10169,3,409
10578,3,510
11088,3,306
11394,3,204
11598,3,306
11904,3,714
12618,3,307
12925,3,510
13435,3,306
13741,3,408
14149,3,408
14557,3,408
14965,3,408
15373,3,511
15884,3,306
16190,3,510
16700,3,408
17108,3,408
17516,3,409
17925,3,306
18231,3,408
18639,3,510
19149,3,306
19455,3,510
19965,3,408
20373,3,409
20782,3,306
21088,3,306
21394,3,102
21496,3,408
21904,3,510
22414,3,306
22720,3,511
23231,3,408
23639,3,816
24455,3,408
24863,3,613
25476,3,816
26292,3,204
26496,3,306
26802,3,306
27108,3,306
27414,3,306
27720,3,409
28129,3,204
28333,3,102
28435,3,306
28741,3,204
28945,3,204
29149,3,102
29251,3,306
29557,3,102
29659,3,306
29965,3,102
30067,3,306
30373,3,103
30476,3,510
30986,3,204
31190,3,408
31598,3,102
31700,3,306
32006,3,102
32108,3,306
32414,3,102
32516,3,511
33027,3,204
33231,3,102
33333,3,204
33537,3,102
33639,3,1020
34659,3,102
34761,3,306
35067,3,102
35169,3,511
35680,3,204
35884,3,102
35986,3,306
36292,3,102
36394,3,306
36700,3,408
37108,3,102
37210,3,306
37516,3,613
38129,3,102
38231,3,306
38537,3,102
38639,3,306
38945,3,102
39047,3,510
39557,3,204
39761,3,102
39863,3,204
40067,3,102
40169,3,1021
41190,3,102
41292,3,306
41598,3,102
41700,3,306
42006,3,102
42108,3,204
42312,3,102
42414,3,306
42720,3,102
42822,3,409
43231,3,102
43333,3,306
43639,3,102
43741,3,204
43945,3,510
44455,3,102
44557,3,306
44863,3,102
44965,3,306
45271,3,307
45578,3,102
45680,3,102
45782,3,306
46088,3,408
46496,3,102
46598,3,306
46904,3,306
47210,3,306
47516,3,306
47822,3,307
48129,3,204
48333,3,204
48537,3,102
48639,3,204
48843,3,102
48945,3,204
49149,3,204
49353,3,102
49455,3,204
49659,3,102
49761,3,306
50067,3,204
50271,3,102
50373,3,205
50578,3,102
50680,3,204
50884,3,102
50986,3,1224
52210,3,102
52312,3,306
52618,3,409
53027,3,102
53129,3,204
53333,3,306
53639,3,204
53843,3,408
54251,3,204
54455,3,204
54659,3,408
55067,3,102
55169,3,204
55373,3,103
55476,3,408
55884,3,204
56088,3,204
56292,3,204
56496,3,204
56700,3,204
56904,3,204
57108,3,204
57312,3,408
57720,3,205
57925,3,204
58129,3,102
58231,3,204
58435,3,204
58639,3,102
58741,3,204
58945,3,408
59353,3,102
59455,3,408
59863,3,102
59965,3,204
60169,3,613
60782,3,204
60986,3,204
61190,3,408
61598,3,204
61802,3,102
61904,3,306
62210,3,408
62618,3,102
62720,3,307
63027,3,102
63129,3,204
63333,3,204
63537,3,102
63639,3,408
64047,3,204
64251,3,153
64404,3,357
64761,3,204
64965,3,102
65067,3,204
65271,3,409
65680,3,1632
67312,3,204
67516,3,409
67925,3,102
68027,3,204
68231,3,204
68435,3,102
68537,3,204
68741,3,408
69149,3,204
69353,3,204
69557,3,102
69659,3,204
69863,3,204
70067,3,102
70169,3,204
70373,3,205
70578,3,204
70782,3,102
70884,3,306
71190,3,102
71292,3,306
71598,3,204
71802,3,204
72006,3,306
72312,3,102
72414,3,204
72618,3,204
72822,3,205
73027,3,306
73333,3,102
73435,3,408
73843,3,204
74047,3,408
74455,3,204
74659,3,306
74965,3,102
75067,3,409
75476,3,102
75578,3,306
75884,3,204
76088,3,102
76190,3,306
76496,3,204
76700,3,408
77108,3,204
77312,3,204
77516,3,204
77720,3,205
77925,3,204
78129,3,102
78231,3,714
78945,3,306
79251,3,306
79557,3,102
79659,3,306
79965,3,306
80271,3,102
80373,3,205
80578,3,102
80680,3,306
80986,3,204
81190,3,204
81394,3,204
81598,3,408
82006,3,102
82108,3,204
82312,3,102
82414,3,306
82720,3,102
82822,3,205
83027,3,102
83129,3,510
83639,3,102
83741,3,204
83945,3,102
84047,3,204
84251,3,204
84455,3,204
84659,3,102
84761,3,510
85271,3,102
85373,3,307
85680,3,204
85884,3,102
85986,3,204
86190,3,204
86394,3,102
86496,3,204
86700,3,204
86904,3,204
87108,3,204
87312,3,306
87618,3,102
87720,3,205
87925,3,102
88027,3,510
88537,3,102
88639,3,204
88843,3,102
